Month,AnswererId,TotalScore,AnswerCount,MonthlyRank
"2025-09","222389","1","1","31"
"2025-09","225711","1","1","31"
"2025-09","224151","1","1","31"
"2025-09","57082","1","1","31"
"2025-09","18910","0","2","42"
"2025-09","225720","0","1","42"
"2025-09","223800","0","1","42"
"2025-09","225356","0","1","42"
"2025-09","225508","0","1","42"
"2025-09","225615","0","1","42"
"2025-09","223044","0","1","42"
"2025-09","134814","0","1","42"
"2025-09","222036","-1","1","50"
"2025-09","222406","-1","1","50"
"2025-09","221233","-2","1","52"
"2025-09","58050","-2","1","52"
"2025-09","222148","-3","1","54"
"2025-09","225662","-3","3","54"
"2025-08","57082","29","1","1"
"2025-08","69823","22","2","2"
"2025-08","102807","12","1","3"
"2025-08","81322","11","1","4"
"2025-08","101479","9","1","5"
"2025-08","34242","8","2","6"
"2025-08","67","7","3","7"
"2025-08","641","7","2","7"
"2025-08","58067","7","1","7"
"2025-08","19707","6","2","10"
"2025-08","63671","5","1","11"
"2025-08","95101","4","1","12"
"2025-08","17143","4","2","12"
"2025-08","217676","4","1","12"
"2025-08","220028","3","1","15"
"2025-08","216283","3","1","15"
"2025-08","68631","3","1","15"
"2025-08","215439","2","1","18"
"2025-08","220098","2","1","18"
"2025-08","220270","2","1","18"
"2025-08","218672","1","1","21"
"2025-08","219769","1","1","21"
"2025-08","215591","1","1","21"
"2025-08","202623","1","1","21"
"2025-08","58050","1","1","21"
"2025-08","94502","1","1","21"
"2025-08","7793","1","1","21"
"2025-08","36740","1","1","21"
"2025-08","4638","0","1","29"
"2025-08","216852","0","1","29"
"2025-08","217134","0","1","29"
"2025-08","217277","0","1","29"
"2025-08","219168","0","1","29"
"2025-08","220503","0","1","29"
"2025-07","28879","94","7","1"
"2025-07","4638","42","5","2"
"2025-07","19707","28","3","3"
"2025-07","69823","26","3","4"
"2025-07","89259","25","1","5"
"2025-07","98043","18","2","6"
"2025-07","17143","13","3","7"
"2025-07","63671","9","1","8"
"2025-07","53980","7","2","9"
"2025-07","58067","5","2","10"
"2025-07","102154","5","1","10"
"2025-07","4257","4","1","12"
"2025-07","98590","3","1","13"
"2025-07","92007","3","2","13"
"2025-07","79613","3","1","13"
"2025-07","202623","3","1","13"
"2025-07","210192","3","1","13"
"2025-07","207114","2","1","18"
"2025-07","211563","2","1","18"
"2025-07","212283","2","1","18"
"2025-07","65733","2","1","18"
"2025-07","34242","2","1","18"
"2025-07","134814","2","1","18"
"2025-07","67","2","3","18"
"2025-07","15666","2","1","18"
"2025-07","213206","1","1","26"
"2025-07","211882","1","1","26"
"2025-07","212125","1","1","26"
"2025-07","209907","1","1","26"
"2025-07","210475","0","1","30"
"2025-07","210594","0","1","30"
"2025-07","211720","0","1","30"
"2025-07","213740","0","1","30"
"2025-07","214048","0","1","30"
"2025-07","214940","0","1","30"
"2025-07","110272","0","1","30"
"2025-07","42004","0","1","30"
"2025-07","213519","-1","1","38"
"2025-07","211344","-1","1","38"
"2025-07","210206","-1","1","38"
"2025-07","209474","-1","1","38"
"2025-07","213805","-2","1","42"
"2025-07","25188","-2","1","42"
"2025-07","209414","-3","1","44"
"2025-06","69823","27","4","1"
"2025-06","130887","26","3","2"
"2025-06","58067","21","3","3"
"2025-06","28879","15","3","4"
"2025-06","19707","12","2","5"
"2025-06","204596","12","4","5"
"2025-06","26369","10","1","7"
"2025-06","2569","9","2","8"
"2025-06","4638","7","2","9"
"2025-06","48468","7","1","9"
"2025-06","96222","7","1","9"
"2025-06","204558","5","1","12"
"2025-06","206845","4","1","13"
"2025-06","70120","4","1","13"
"2025-06","53708","4","1","13"
"2025-06","1672","3","1","16"
"2025-06","20413","3","1","16"
"2025-06","81322","3","1","16"
"2025-06","63671","3","1","16"
"2025-06","98043","2","1","20"
"2025-06","42487","2","1","20"
"2025-06","207074","1","1","22"
"2025-06","203948","1","1","22"
"2025-06","204268","0","1","24"
"2025-06","25370","0","1","24"
"2025-06","32998","0","1","24"
"2025-06","207088","0","1","24"
"2025-06","208085","0","1","24"
"2025-06","208374","0","1","24"
"2025-06","208756","0","1","24"
"2025-06","206555","0","1","24"
"2025-06","206693","0","1","24"
"2025-06","205425","-2","1","33"
"2025-05","58067","49","4","1"
"2025-05","20413","43","1","2"
"2025-05","54051","41","1","3"
"2025-05","34242","39","4","4"
"2025-05","17143","39","8","4"
"2025-05","304","37","1","6"
"2025-05","4638","18","3","7"
"2025-05","101479","17","1","8"
"2025-05","63169","16","1","9"
"2025-05","69823","13","4","10"
"2025-05","26369","12","1","11"
"2025-05","50040","12","1","11"
"2025-05","102154","11","1","13"
"2025-05","196764","6","2","14"
"2025-05","81322","5","1","15"
"2025-05","94917","5","1","15"
"2025-05","68224","5","1","15"
"2025-05","197658","4","1","18"
"2025-05","75555","4","1","18"
"2025-05","196584","4","1","18"
"2025-05","197578","3","1","21"
"2025-05","72802","3","2","21"
"2025-05","134814","3","2","21"
"2025-05","51104","3","1","21"
"2025-05","67","2","1","25"
"2025-05","4257","2","1","25"
"2025-05","195096","2","1","25"
"2025-05","198780","2","1","25"
"2025-05","202623","2","1","25"
"2025-05","202914","2","1","25"
"2025-05","203065","2","1","25"
"2025-05","195619","2","1","25"
"2025-05","196589","1","1","33"
"2025-05","201106","1","1","33"
"2025-05","201423","1","1","33"
"2025-05","195371","1","1","33"
"2025-05","170995","1","1","33"
"2025-05","111167","1","2","33"
"2025-05","98889","1","1","33"
"2025-05","60742","1","1","33"
"2025-05","2690","1","1","33"
"2025-05","53616","1","1","33"
"2025-05","42487","1","1","33"
"2025-05","42013","0","1","44"
"2025-05","73177","0","2","44"
"2025-05","190889","0","1","44"
"2025-05","195161","0","1","44"
"2025-05","201363","0","1","44"
"2025-05","198732","0","1","44"
"2025-05","197213","0","1","44"
"2025-05","195451","-1","1","51"
"2025-05","195551","-1","1","51"
"2025-05","196612","-2","1","53"
"2025-04","26369","32","1","1"
"2025-04","63671","30","5","2"
"2025-04","34242","24","2","3"
"2025-04","69823","23","2","4"
"2025-04","20413","16","2","5"
"2025-04","58067","15","2","6"
"2025-04","2569","14","1","7"
"2025-04","42715","13","1","8"
"2025-04","35357","10","1","9"
"2025-04","17143","9","1","10"
"2025-04","28879","7","1","11"
"2025-04","50040","6","2","12"
"2025-04","81322","5","1","13"
"2025-04","36356","4","1","14"
"2025-04","190243","4","1","14"
"2025-04","89259","3","1","16"
"2025-04","71968","3","1","16"
"2025-04","304","3","1","16"
"2025-04","4638","3","1","16"
"2025-04","19707","2","1","20"
"2025-04","67632","2","1","20"
"2025-04","191765","2","1","20"
"2025-04","127824","2","1","20"
"2025-04","189115","2","2","20"
"2025-04","189324","2","1","20"
"2025-04","190523","1","1","26"
"2025-04","190577","1","1","26"
"2025-04","191194","1","1","26"
"2025-04","192785","1","1","26"
"2025-04","79788","1","1","26"
"2025-04","52107","1","1","26"
"2025-04","53013","1","1","26"
"2025-04","67","1","1","26"
"2025-04","93421","0","2","34"
"2025-04","98043","0","1","34"
"2025-04","103535","0","1","34"
"2025-04","192325","0","1","34"
"2025-04","191969","0","1","34"
"2025-04","190282","0","1","34"
"2025-04","188878","0","1","34"
"2025-04","193514","0","1","34"
"2025-04","193843","0","1","34"
"2025-04","191440","-1","1","43"
"2025-04","192003","-1","1","43"
"2025-04","193461","-1","1","43"
"2025-04","194872","-3","1","46"
"2025-03","19707","60","3","1"
"2025-03","69823","25","4","2"
"2025-03","58067","23","5","3"
"2025-03","66359","17","1","4"
"2025-03","34242","16","5","5"
"2025-03","81623","14","1","6"
"2025-03","98043","13","2","7"
"2025-03","4638","11","2","8"
"2025-03","185405","9","2","9"
"2025-03","53013","8","1","10"
"2025-03","65126","4","1","11"
"2025-03","185087","4","1","11"
"2025-03","183961","4","1","11"
"2025-03","186866","4","3","11"
"2025-03","185270","3","1","15"
"2025-03","54051","3","2","15"
"2025-03","67","3","2","15"
"2025-03","98590","3","1","15"
"2025-03","103738","3","1","15"
"2025-03","17143","3","1","15"
"2025-03","89259","2","1","21"
"2025-03","20413","2","1","21"
"2025-03","182593","2","2","21"
"2025-03","183670","1","1","24"
"2025-03","183776","1","1","24"
"2025-03","184675","1","1","24"
"2025-03","185944","1","1","24"
"2025-03","185949","1","1","24"
"2025-03","186868","1","1","24"
"2025-03","186942","1","1","24"
"2025-03","188589","1","1","24"
"2025-03","32998","1","1","24"
"2025-03","23231","0","1","33"
"2025-03","91843","0","2","33"
"2025-03","182321","0","3","33"
"2025-03","186912","0","1","33"
"2025-03","187372","0","1","33"
"2025-03","187566","0","1","33"
"2025-03","188020","0","1","33"
"2025-03","188283","0","1","33"
"2025-03","188506","0","1","33"
"2025-03","186021","0","1","33"
"2025-03","186435","0","1","33"
"2025-03","186085","-1","1","44"
"2025-03","186107","-1","1","44"
"2025-03","185950","-1","1","44"
"2025-03","184640","-1","1","44"
"2025-03","186710","-2","1","48"
"2025-03","186976","-2","1","48"
"2025-02","58067","59","6","1"
"2025-02","4638","18","5","2"
"2025-02","53013","13","2","3"
"2025-02","42487","10","1","4"
"2025-02","20413","10","2","4"
"2025-02","65126","9","1","6"
"2025-02","48468","8","1","7"
"2025-02","37206","8","1","7"
"2025-02","34242","6","2","9"
"2025-02","24170","5","3","10"
"2025-02","33763","4","1","11"
"2025-02","178837","3","1","12"
"2025-02","69823","2","1","13"
"2025-02","102020","2","1","13"
"2025-02","67","2","1","13"
"2025-02","10257","2","1","13"
"2025-02","36141","2","1","13"
"2025-02","36356","2","1","13"
"2025-02","178409","2","1","13"
"2025-02","181520","2","1","13"
"2025-02","181564","1","1","21"
"2025-02","181797","1","1","21"
"2025-02","183279","1","1","21"
"2025-02","54821","1","1","21"
"2025-02","17143","1","2","21"
"2025-02","102807","1","1","21"
"2025-02","81322","1","1","21"
"2025-02","87390","1","1","21"
"2025-02","67481","1","1","21"
"2025-02","177172","1","1","21"
"2025-02","175401","1","1","21"
"2025-02","176420","1","1","21"
"2025-02","175882","0","1","33"
"2025-02","179034","0","1","33"
"2025-02","174792","0","1","33"
"2025-02","2771","0","1","33"
"2025-02","47608","0","4","33"
"2025-02","181517","0","1","33"
"2025-02","182298","0","1","33"
"2025-02","182943","0","1","33"
"2025-02","180134","0","1","33"
"2025-02","180264","0","1","33"
"2025-02","180952","0","1","33"
"2025-02","180554","-1","1","44"
"2025-02","183290","-1","1","44"
"2025-02","175312","-1","1","44"
"2025-02","179557","-1","1","44"
"2025-02","176307","-1","1","44"
"2025-02","176954","-1","1","44"
"2025-02","177120","-1","1","44"
"2025-02","180963","-2","1","51"
"2025-02","182025","-2","1","51"
"2025-02","18910","-3","1","53"
"2025-01","34242","107","8","1"
"2025-01","17143","65","11","2"
"2025-01","4638","48","6","3"
"2025-01","58067","30","5","4"
"2025-01","65126","29","1","5"
"2025-01","67","28","2","6"
"2025-01","69823","27","6","7"
"2025-01","66359","25","3","8"
"2025-01","154045","16","6","9"
"2025-01","20413","14","2","10"
"2025-01","51949","13","2","11"
"2025-01","164595","12","1","12"
"2025-01","19707","10","3","13"
"2025-01","96845","9","3","14"
"2025-01","164903","9","1","14"
"2025-01","102807","9","1","14"
"2025-01","91959","6","4","17"
"2025-01","95359","6","1","17"
"2025-01","2933","6","1","17"
"2025-01","42715","5","1","20"
"2025-01","79613","5","2","20"
"2025-01","84887","5","1","20"
"2025-01","69596","4","1","23"
"2025-01","36684","4","1","23"
"2025-01","150471","4","1","23"
"2025-01","167590","3","1","26"
"2025-01","171314","3","1","26"
"2025-01","173124","2","1","28"
"2025-01","166645","2","1","28"
"2025-01","166648","2","1","28"
"2025-01","164509","2","1","28"
"2025-01","171145","2","1","28"
"2025-01","50040","2","1","28"
"2025-01","23010","2","1","28"
"2025-01","25188","2","1","28"
"2025-01","65187","1","1","36"
"2025-01","53013","1","1","36"
"2025-01","60594","1","1","36"
"2025-01","64271","1","1","36"
"2025-01","98590","1","1","36"
"2025-01","164764","1","1","36"
"2025-01","165352","1","1","36"
"2025-01","164060","1","1","36"
"2025-01","166270","1","1","36"
"2025-01","168444","1","1","36"
"2025-01","168625","1","1","36"
"2025-01","173378","1","1","36"
"2025-01","174086","1","1","36"
"2025-01","174186","1","1","36"
"2025-01","174491","0","1","50"
"2025-01","174494","0","1","50"
"2025-01","173274","0","1","50"
"2025-01","172428","0","1","50"
"2025-01","169166","0","1","50"
"2025-01","170327","0","1","50"
"2025-01","165985","0","1","50"
"2025-01","104497","0","1","50"
"2025-01","108068","0","1","50"
"2025-01","162663","0","1","50"
"2025-01","163765","0","1","50"
"2025-01","163774","0","1","50"
"2025-01","165219","0","1","50"
"2025-01","69896","0","1","50"
"2025-01","28786","0","1","50"
"2025-01","47608","0","1","50"
"2025-01","18910","-1","1","66"
"2025-01","165894","-1","1","66"
"2025-01","164343","-1","1","66"
"2025-01","45462","-2","1","69"
"2025-01","165344","-3","1","70"
"2024-12","58067","99","9","1"
"2024-12","81301","46","1","2"
"2024-12","89259","39","2","3"
"2024-12","34242","37","11","4"
"2024-12","67","33","4","5"
"2024-12","17143","28","7","6"
"2024-12","69823","28","4","6"
"2024-12","4638","23","4","8"
"2024-12","304","17","1","9"
"2024-12","63022","10","1","10"
"2024-12","150534","10","1","10"
"2024-12","129942","6","1","12"
"2024-12","28879","6","1","12"
"2024-12","19707","5","2","14"
"2024-12","108068","5","1","14"
"2024-12","61386","4","1","16"
"2024-12","155097","4","1","16"
"2024-12","156906","4","1","16"
"2024-12","157655","4","1","16"
"2024-12","156138","4","1","16"
"2024-12","161824","3","1","21"
"2024-12","162663","3","1","21"
"2024-12","150650","3","1","21"
"2024-12","71968","3","2","21"
"2024-12","81322","3","1","21"
"2024-12","29045","3","1","21"
"2024-12","67481","3","1","21"
"2024-12","64115","2","1","28"
"2024-12","65126","2","1","28"
"2024-12","76428","2","1","28"
"2024-12","157978","2","1","28"
"2024-12","155666","2","1","28"
"2024-12","152838","2","1","28"
"2024-12","152852","2","1","28"
"2024-12","151033","2","1","28"
"2024-12","153414","2","1","28"
"2024-12","155696","1","1","37"
"2024-12","155959","1","1","37"
"2024-12","155420","1","1","37"
"2024-12","157276","1","1","37"
"2024-12","157304","1","1","37"
"2024-12","157319","1","1","37"
"2024-12","158167","1","4","37"
"2024-12","162005","1","1","37"
"2024-12","81092","1","2","37"
"2024-12","85536","1","1","37"
"2024-12","93154","1","1","37"
"2024-12","98043","1","1","37"
"2024-12","51929","1","1","37"
"2024-12","25398","1","1","37"
"2024-12","68631","0","1","51"
"2024-12","146338","0","1","51"
"2024-12","152602","0","1","51"
"2024-12","161881","0","1","51"
"2024-12","156275","0","1","51"
"2024-12","159006","0","1","51"
"2024-12","159368","0","1","51"
"2024-12","159680","0","1","51"
"2024-12","159691","0","1","51"
"2024-12","160871","0","1","51"
"2024-12","161235","0","1","51"
"2024-12","155543","0","1","51"
"2024-12","154980","0","1","51"
"2024-12","152900","0","1","51"
"2024-12","152980","0","1","51"
"2024-12","151039","-1","1","66"
"2024-12","158291","-1","1","66"
"2024-12","162797","-1","1","66"
"2024-12","150638","-1","1","66"
"2024-12","58707","-1","1","66"
"2024-12","20413","-1","1","66"
"2024-12","150966","-2","1","72"
"2024-12","161645","-2","1","72"
"2024-11","28879","53","3","1"
"2024-11","58067","47","7","2"
"2024-11","17143","45","5","3"
"2024-11","19707","42","7","4"
"2024-11","48468","28","1","5"
"2024-11","20413","26","3","6"
"2024-11","4638","25","4","7"
"2024-11","34242","21","5","8"
"2024-11","1672","13","1","9"
"2024-11","69823","8","3","10"
"2024-11","81322","7","2","11"
"2024-11","35357","6","1","12"
"2024-11","94917","5","1","13"
"2024-11","80388","5","2","13"
"2024-11","32770","5","1","13"
"2024-11","63671","3","2","16"
